"x= 0, f(x) = 0, t(x) = -0, Yintra = 0, Yextra = 0, Igx = 0"
"x= 429878, f(x) = 114313, t(x) = 44988.1, Yintra = 91818.9, Yextra = 136807, Igx = 7.31343e15"
"x= 430842, f(x) = 114362, t(x) = 44947.6, Yintra = 91888.6, Yextra = 136836, Igx = 7.29372e15"
"x= 431806, f(x) = 114411, t(x) = 44907, Yintra = 91957.5, Yextra = 136864, Igx = 7.27395e15"
"x= 432770, f(x) = 114459, t(x) = 44866.1, Yintra = 92025.6, Yextra = 136892, Igx = 7.25411e15"
"x= 433733, f(x) = 114505, t(x) = 44825, Yintra = 92092.9, Yextra = 136918, Igx = 7.23421e15"
"x= 434697, f(x) = 114551, t(x) = 44783.8, Yintra = 92159.3, Yextra = 136943, Igx = 7.21424e15"
"x= 435661, f(x) = 114596, t(x) = 44742.3, Yintra = 92224.9, Yextra = 136967, Igx = 7.19422e15"
"x= 436625, f(x) = 114640, t(x) = 44700.6, Yintra = 92289.7, Yextra = 136990, Igx = 7.17413e15"
"x= 437589, f(x) = 114683, t(x) = 44658.7, Yintra = 92353.7, Yextra = 137012, Igx = 7.15398e15"
"x= 438553, f(x) = 114725, t(x) = 44616.6, Yintra = 92416.8, Yextra = 137033, Igx = 7.13377e15"
"x= 439516, f(x) = 114766, t(x) = 44574.3, Yintra = 92479.1, Yextra = 137053, Igx = 7.1135e15"
"x= 440480, f(x) = 114807, t(x) = 44531.8, Yintra = 92540.6, Yextra = 137072, Igx = 7.09317e15"
"x= 441444, f(x) = 114846, t(x) = 44489.1, Yintra = 92601.3, Yextra = 137090, Igx = 7.07279e15"
"x= 442408, f(x) = 114884, t(x) = 44446.2, Yintra = 92661.2, Yextra = 137107, Igx = 7.05235e15"
"x= 443372, f(x) = 114922, t(x) = 44403.1, Yintra = 92720.2, Yextra = 137123, Igx = 7.03185e15"
"x= 444336, f(x) = 114958, t(x) = 44359.8, Yintra = 92778.4, Yextra = 137138, Igx = 7.0113e15"
"x= 445300, f(x) = 114994, t(x) = 44316.3, Yintra = 92835.8, Yextra = 137152, Igx = 6.9907e15"
"x= 446263, f(x) = 115029, t(x) = 44272.6, Yintra = 92892.3, Yextra = 137165, Igx = 6.97004e15"
"x= 447227, f(x) = 115062, t(x) = 44228.7, Yintra = 92948, Yextra = 137177, Igx = 6.94933e15"
"x= 448191, f(x) = 115095, t(x) = 44184.7, Yintra = 93002.9, Yextra = 137188, Igx = 6.92857e15"
"x= 449155, f(x) = 115127, t(x) = 44140.4, Yintra = 93057, Yextra = 137197, Igx = 6.90775e15"
"x= 450119, f(x) = 115158, t(x) = 44095.9, Yintra = 93110.2, Yextra = 137206, Igx = 6.88689e15"
"x= 451083, f(x) = 115188, t(x) = 44051.2, Yintra = 93162.6, Yextra = 137214, Igx = 6.86598e15"
"x= 452047, f(x) = 115217, t(x) = 44006.3, Yintra = 93214.2, Yextra = 137221, Igx = 6.84502e15"
"x= 453010, f(x) = 115246, t(x) = 43961.3, Yintra = 93265, Yextra = 137226, Igx = 6.82401e15"
"x= 453974, f(x) = 115273, t(x) = 43916, Yintra = 93314.9, Yextra = 137231, Igx = 6.80295e15"
"x= 454938, f(x) = 115299, t(x) = 43870.6, Yintra = 93364, Yextra = 137235, Igx = 6.78185e15"
"x= 455902, f(x) = 115325, t(x) = 43824.9, Yintra = 93412.3, Yextra = 137237, Igx = 6.76071e15"
"x= 456866, f(x) = 115349, t(x) = 43779.1, Yintra = 93459.7, Yextra = 137239, Igx = 6.73952e15"
"x= 457830, f(x) = 115373, t(x) = 43733, Yintra = 93506.3, Yextra = 137239, Igx = 6.71828e15"
"x= 458794, f(x) = 115396, t(x) = 43686.8, Yintra = 93552.1, Yextra = 137239, Igx = 6.69701e15"
"x= 459757, f(x) = 115417, t(x) = 43640.4, Yintra = 93597, Yextra = 137237, Igx = 6.67569e15"
"x= 460721, f(x) = 115438, t(x) = 43593.8, Yintra = 93641.2, Yextra = 137235, Igx = 6.65433e15"
"x= 461685, f(x) = 115458, t(x) = 43547, Yintra = 93684.4, Yextra = 137232, Igx = 6.63293e15"
"x= 462649, f(x) = 115477, t(x) = 43500.1, Yintra = 93726.9, Yextra = 137227, Igx = 6.61149e15"
"x= 463613, f(x) = 115495, t(x) = 43452.9, Yintra = 93768.5, Yextra = 137221, Igx = 6.59001e15"
"x= 464577, f(x) = 115512, t(x) = 43405.6, Yintra = 93809.3, Yextra = 137215, Igx = 6.56849e15"
"x= 465541, f(x) = 115528, t(x) = 43358, Yintra = 93849.3, Yextra = 137207, Igx = 6.54694e15"
"x= 466504, f(x) = 115544, t(x) = 43310.3, Yintra = 93888.4, Yextra = 137199, Igx = 6.52535e15"
"x= 467468, f(x) = 115558, t(x) = 43262.4, Yintra = 93926.7, Yextra = 137189, Igx = 6.50372e15"
"x= 468432, f(x) = 115571, t(x) = 43214.3, Yintra = 93964.1, Yextra = 137178, Igx = 6.48206e15"
"x= 469396, f(x) = 115584, t(x) = 43166.1, Yintra = 94000.8, Yextra = 137167, Igx = 6.46036e15"
"x= 470360, f(x) = 115595, t(x) = 43117.6, Yintra = 94036.6, Yextra = 137154, Igx = 6.43863e15"
"x= 471324, f(x) = 115606, t(x) = 43069, Yintra = 94071.5, Yextra = 137141, Igx = 6.41687e15"
"x= 472287, f(x) = 115616, t(x) = 43020.2, Yintra = 94105.6, Yextra = 137126, Igx = 6.39507e15"
"x= 473251, f(x) = 115625, t(x) = 42971.2, Yintra = 94138.9, Yextra = 137110, Igx = 6.37325e15"
"x= 474215, f(x) = 115632, t(x) = 42922, Yintra = 94171.4, Yextra = 137093, Igx = 6.35139e15"
"x= 475179, f(x) = 115639, t(x) = 42872.6, Yintra = 94203, Yextra = 137076, Igx = 6.32951e15"
"x= 476143, f(x) = 115645, t(x) = 42823.1, Yintra = 94233.8, Yextra = 137057, Igx = 6.30759e15"
"x= 477107, f(x) = 115650, t(x) = 42773.4, Yintra = 94263.7, Yextra = 137037, Igx = 6.28565e15"
"x= 478071, f(x) = 115655, t(x) = 42723.5, Yintra = 94292.9, Yextra = 137016, Igx = 6.26368e15"
"x= 479034, f(x) = 115658, t(x) = 42673.4, Yintra = 94321.1, Yextra = 136995, Igx = 6.24168e15"
"x= 479998, f(x) = 115660, t(x) = 42623.2, Yintra = 94348.6, Yextra = 136972, Igx = 6.21966e15"
"x= 480962, f(x) = 115662, t(x) = 42572.7, Yintra = 94375.2, Yextra = 136948, Igx = 6.19761e15"
"x= 481926, f(x) = 115662, t(x) = 42522.1, Yintra = 94400.9, Yextra = 136923, Igx = 6.17553e15"
"x= 482890, f(x) = 115662, t(x) = 42471.4, Yintra = 94425.9, Yextra = 136897, Igx = 6.15344e15"
"x= 483854, f(x) = 115660, t(x) = 42420.4, Yintra = 94449.9, Yextra = 136870, Igx = 6.13131e15"
"x= 484818, f(x) = 115658, t(x) = 42369.3, Yintra = 94473.2, Yextra = 136842, Igx = 6.10917e15"
"x= 485781, f(x) = 115655, t(x) = 42318, Yintra = 94495.6, Yextra = 136814, Igx = 6.08701e15"
"x= 486745, f(x) = 115650, t(x) = 42266.5, Yintra = 94517.2, Yextra = 136784, Igx = 6.06482e15"
"x= 487709, f(x) = 115645, t(x) = 42214.8, Yintra = 94537.9, Yextra = 136753, Igx = 6.04261e15"
"x= 488673, f(x) = 115639, t(x) = 42163, Yintra = 94557.8, Yextra = 136721, Igx = 6.02039e15"
"x= 489637, f(x) = 115632, t(x) = 42111, Yintra = 94576.9, Yextra = 136688, Igx = 5.99814e15"
"x= 490601, f(x) = 115625, t(x) = 42058.9, Yintra = 94595.1, Yextra = 136654, Igx = 5.97588e15"
"x= 491565, f(x) = 115616, t(x) = 42006.5, Yintra = 94612.5, Yextra = 136619, Igx = 5.9536e15"
"x= 492528, f(x) = 115606, t(x) = 41954, Yintra = 94629, Yextra = 136583, Igx = 5.9313e15"
"x= 493492, f(x) = 115595, t(x) = 41901.3, Yintra = 94644.7, Yextra = 136546, Igx = 5.90898e15"
"x= 494456, f(x) = 115584, t(x) = 41848.5, Yintra = 94659.6, Yextra = 136508, Igx = 5.88665e15"
"x= 495420, f(x) = 115571, t(x) = 41795.5, Yintra = 94673.6, Yextra = 136469, Igx = 5.86431e15"
"x= 496384, f(x) = 115558, t(x) = 41742.3, Yintra = 94686.8, Yextra = 136429, Igx = 5.84195e15"
"x= 497348, f(x) = 115544, t(x) = 41688.9, Yintra = 94699.1, Yextra = 136388, Igx = 5.81958e15"
"x= 498311, f(x) = 115528, t(x) = 41635.4, Yintra = 94710.6, Yextra = 136346, Igx = 5.79719e15"
"x= 499275, f(x) = 115512, t(x) = 41581.7, Yintra = 94721.2, Yextra = 136303, Igx = 5.7748e15"
"x= 500239, f(x) = 115495, t(x) = 41527.9, Yintra = 94731, Yextra = 136259, Igx = 5.75239e15"
"x= 501203, f(x) = 115477, t(x) = 41473.9, Yintra = 94740, Yextra = 136214, Igx = 5.72997e15"
"x= 502167, f(x) = 115458, t(x) = 41419.7, Yintra = 94748.1, Yextra = 136168, Igx = 5.70754e15"
"x= 503131, f(x) = 115438, t(x) = 41365.3, Yintra = 94755.4, Yextra = 136121, Igx = 5.6851e15"
"x= 504095, f(x) = 115417, t(x) = 41310.8, Yintra = 94761.9, Yextra = 136073, Igx = 5.66266e15"
"x= 505058, f(x) = 115396, t(x) = 41256.1, Yintra = 94767.5, Yextra = 136024, Igx = 5.6402e15"
"x= 506022, f(x) = 115373, t(x) = 41201.3, Yintra = 94772.2, Yextra = 135973, Igx = 5.61774e15"
"x= 506986, f(x) = 115349, t(x) = 41146.3, Yintra = 94776.1, Yextra = 135922, Igx = 5.59527e15"
"x= 507950, f(x) = 115325, t(x) = 41091.1, Yintra = 94779.2, Yextra = 135870, Igx = 5.57279e15"
"x= 508914, f(x) = 115299, t(x) = 41035.8, Yintra = 94781.4, Yextra = 135817, Igx = 5.55031e15"
"x= 509878, f(x) = 115273, t(x) = 40980.3, Yintra = 94782.8, Yextra = 135763, Igx = 5.52782e15"
"x= 510842, f(x) = 115246, t(x) = 40924.6, Yintra = 94783.3, Yextra = 135708, Igx = 5.50533e15"
"x= 511805, f(x) = 115217, t(x) = 40868.8, Yintra = 94783, Yextra = 135652, Igx = 5.48284e15"
"x= 512769, f(x) = 115188, t(x) = 40812.8, Yintra = 94781.8, Yextra = 135595, Igx = 5.46034e15"
"x= 513733, f(x) = 115158, t(x) = 40756.7, Yintra = 94779.8, Yextra = 135537, Igx = 5.43784e15"
"x= 514697, f(x) = 115127, t(x) = 40700.4, Yintra = 94777, Yextra = 135477, Igx = 5.41534e15"
"x= 515661, f(x) = 115095, t(x) = 40644, Yintra = 94773.3, Yextra = 135417, Igx = 5.39284e15"
"x= 516625, f(x) = 115062, t(x) = 40587.4, Yintra = 94768.7, Yextra = 135356, Igx = 5.37033e15"
"x= 517589, f(x) = 115029, t(x) = 40530.6, Yintra = 94763.3, Yextra = 135294, Igx = 5.34783e15"
"x= 518552, f(x) = 114994, t(x) = 40473.7, Yintra = 94757.1, Yextra = 135231, Igx = 5.32533e15"
"x= 519516, f(x) = 114958, t(x) = 40416.6, Yintra = 94750, Yextra = 135167, Igx = 5.30283e15"
"x= 520480, f(x) = 114922, t(x) = 40359.3, Yintra = 94742.1, Yextra = 135101, Igx = 5.28033e15"
"x= 521444, f(x) = 114884, t(x) = 40301.9, Yintra = 94733.3, Yextra = 135035, Igx = 5.25783e15"
"x= 522408, f(x) = 114846, t(x) = 40244.4, Yintra = 94723.7, Yextra = 134968, Igx = 5.23534e15"
"x= 523372, f(x) = 114807, t(x) = 40186.7, Yintra = 94713.2, Yextra = 134900, Igx = 5.21285e15"
"x= 524336, f(x) = 114766, t(x) = 40128.8, Yintra = 94701.9, Yextra = 134831, Igx = 5.19036e15"
"x= 525299, f(x) = 114725, t(x) = 40070.8, Yintra = 94689.7, Yextra = 134761, Igx = 5.16788e15"
"x= 526263, f(x) = 114683, t(x) = 40012.6, Yintra = 94676.7, Yextra = 134689, Igx = 5.14541e15"
"x= 527227, f(x) = 114640, t(x) = 39954.3, Yintra = 94662.9, Yextra = 134617, Igx = 5.12294e15"
"x= 528191, f(x) = 114596, t(x) = 39895.8, Yintra = 94648.2, Yextra = 134544, Igx = 5.10048e15"
"x= 529155, f(x) = 114551, t(x) = 39837.2, Yintra = 94632.6, Yextra = 134470, Igx = 5.07803e15"
"x= 530119, f(x) = 114505, t(x) = 39778.4, Yintra = 94616.2, Yextra = 134395, Igx = 5.05558e15"
"x= 531082, f(x) = 114459, t(x) = 39719.5, Yintra = 94598.9, Yextra = 134318, Igx = 5.03314e15"
"x= 532046, f(x) = 114411, t(x) = 39660.4, Yintra = 94580.8, Yextra = 134241, Igx = 5.01071e15"
"x= 533010, f(x) = 114362, t(x) = 39601.1, Yintra = 94561.9, Yextra = 134163, Igx = 4.98829e15"
"x= 533974, f(x) = 114313, t(x) = 39541.7, Yintra = 94542, Yextra = 134084, Igx = 4.96588e15"
"x= 534938, f(x) = 114262, t(x) = 39482.2, Yintra = 94521.4, Yextra = 134004, Igx = 4.94348e15"
"x= 535902, f(x) = 114211, t(x) = 39422.5, Yintra = 94499.9, Yextra = 133922, Igx = 4.9211e15"
"x= 536866, f(x) = 114159, t(x) = 39362.7, Yintra = 94477.5, Yextra = 133840, Igx = 4.89872e15"
"x= 537829, f(x) = 114106, t(x) = 39302.7, Yintra = 94454.3, Yextra = 133757, Igx = 4.87636e15"
"x= 538793, f(x) = 114052, t(x) = 39242.5, Yintra = 94430.2, Yextra = 133673, Igx = 4.85401e15"
"x= 539757, f(x) = 113996, t(x) = 39182.3, Yintra = 94405.3, Yextra = 133588, Igx = 4.83167e15"
"x= 540721, f(x) = 113940, t(x) = 39121.8, Yintra = 94379.6, Yextra = 133501, Igx = 4.80935e15"
"x= 541685, f(x) = 113884, t(x) = 39061.2, Yintra = 94353, Yextra = 133414, Igx = 4.78704e15"
"x= 542649, f(x) = 113826, t(x) = 39000.5, Yintra = 94325.5, Yextra = 133326, Igx = 4.76475e15"
"x= 543612, f(x) = 113767, t(x) = 38939.6, Yintra = 94297.2, Yextra = 133237, Igx = 4.74247e15"
"x= 544576, f(x) = 113707, t(x) = 38878.6, Yintra = 94268, Yextra = 133147, Igx = 4.72021e15"
"x= 545540, f(x) = 113647, t(x) = 38817.4, Yintra = 94238, Yextra = 133055, Igx = 4.69797e15"
"x= 546504, f(x) = 113585, t(x) = 38756.1, Yintra = 94207.1, Yextra = 132963, Igx = 4.67574e15"
"x= 547468, f(x) = 113523, t(x) = 38694.7, Yintra = 94175.4, Yextra = 132870, Igx = 4.65353e15"
"x= 548432, f(x) = 113459, t(x) = 38633.1, Yintra = 94142.8, Yextra = 132776, Igx = 4.63134e15"
"x= 549396, f(x) = 113395, t(x) = 38571.3, Yintra = 94109.4, Yextra = 132681, Igx = 4.60917e15"
"x= 550360, f(x) = 113330, t(x) = 38509.4, Yintra = 94075.1, Yextra = 132584, Igx = 4.58702e15"
"x= 551323, f(x) = 113264, t(x) = 38447.4, Yintra = 94039.9, Yextra = 132487, Igx = 4.56488e15"
"x= 552287, f(x) = 113197, t(x) = 38385.2, Yintra = 94003.9, Yextra = 132389, Igx = 4.54277e15"
"x= 553251, f(x) = 113129, t(x) = 38322.9, Yintra = 93967.1, Yextra = 132290, Igx = 4.52068e15"
"x= 554215, f(x) = 113060, t(x) = 38260.4, Yintra = 93929.4, Yextra = 132190, Igx = 4.49861e15"
"x= 555179, f(x) = 112990, t(x) = 38197.8, Yintra = 93890.8, Yextra = 132089, Igx = 4.47656e15"
"x= 556143, f(x) = 112919, t(x) = 38135.1, Yintra = 93851.4, Yextra = 131986, Igx = 4.45454e15"
"x= 557106, f(x) = 112847, t(x) = 38072.2, Yintra = 93811.2, Yextra = 131883, Igx = 4.43253e15"
"x= 558070, f(x) = 112775, t(x) = 38009.1, Yintra = 93770, Yextra = 131779, Igx = 4.41056e15"
"x= 559034, f(x) = 112701, t(x) = 37946, Yintra = 93728.1, Yextra = 131674, Igx = 4.3886e15"
"x= 559998, f(x) = 112627, t(x) = 37882.7, Yintra = 93685.2, Yextra = 131568, Igx = 4.36667e15"
"x= 560962, f(x) = 112551, t(x) = 37819.2, Yintra = 93641.6, Yextra = 131461, Igx = 4.34476e15"
"x= 561926, f(x) = 112475, t(x) = 37755.6, Yintra = 93597, Yextra = 131353, Igx = 4.32288e15"
"x= 562890, f(x) = 112398, t(x) = 37691.9, Yintra = 93551.6, Yextra = 131243, Igx = 4.30103e15"
"x= 563853, f(x) = 112319, t(x) = 37628, Yintra = 93505.4, Yextra = 131133, Igx = 4.2792e15"
"x= 564817, f(x) = 112240, t(x) = 37564, Yintra = 93458.3, Yextra = 131022, Igx = 4.2574e15"
"x= 565781, f(x) = 112160, t(x) = 37499.8, Yintra = 93410.3, Yextra = 130910, Igx = 4.23562e15"
"x= 566745, f(x) = 112079, t(x) = 37435.5, Yintra = 93361.5, Yextra = 130797, Igx = 4.21388e15"
"x= 567709, f(x) = 111997, t(x) = 37371.1, Yintra = 93311.8, Yextra = 130683, Igx = 4.19216e15"
"x= 568673, f(x) = 111915, t(x) = 37306.6, Yintra = 93261.3, Yextra = 130568, Igx = 4.17047e15"
"x= 569637, f(x) = 111831, t(x) = 37241.9, Yintra = 93209.9, Yextra = 130452, Igx = 4.14881e15"
"x= 570600, f(x) = 111746, t(x) = 37177, Yintra = 93157.6, Yextra = 130335, Igx = 4.12718e15"
"x= 571564, f(x) = 111661, t(x) = 37112, Yintra = 93104.5, Yextra = 130217, Igx = 4.10557e15"
"x= 572528, f(x) = 111574, t(x) = 37046.9, Yintra = 93050.6, Yextra = 130098, Igx = 4.084e15"
"x= 573492, f(x) = 111487, t(x) = 36981.7, Yintra = 92995.8, Yextra = 129977, Igx = 4.06246e15"
"x= 574456, f(x) = 111398, t(x) = 36916.3, Yintra = 92940.1, Yextra = 129856, Igx = 4.04095e15"
"x= 575420, f(x) = 111309, t(x) = 36850.8, Yintra = 92883.5, Yextra = 129734, Igx = 4.01948e15"
"x= 576384, f(x) = 111219, t(x) = 36785.1, Yintra = 92826.2, Yextra = 129611, Igx = 3.99803e15"
"x= 577347, f(x) = 111128, t(x) = 36719.4, Yintra = 92767.9, Yextra = 129487, Igx = 3.97662e15"
"x= 578311, f(x) = 111036, t(x) = 36653.4, Yintra = 92708.8, Yextra = 129362, Igx = 3.95524e15"
"x= 579275, f(x) = 110943, t(x) = 36587.4, Yintra = 92648.8, Yextra = 129236, Igx = 3.9339e15"
"x= 580239, f(x) = 110849, t(x) = 36521.2, Yintra = 92588, Yextra = 129109, Igx = 3.91259e15"
"x= 581203, f(x) = 110754, t(x) = 36454.9, Yintra = 92526.3, Yextra = 128981, Igx = 3.89131e15"
"x= 582167, f(x) = 110658, t(x) = 36388.4, Yintra = 92463.8, Yextra = 128852, Igx = 3.87007e15"
"x= 583130, f(x) = 110561, t(x) = 36321.8, Yintra = 92400.4, Yextra = 128722, Igx = 3.84886e15"
"x= 584094, f(x) = 110464, t(x) = 36255.1, Yintra = 92336.1, Yextra = 128591, Igx = 3.82769e15"
"x= 585058, f(x) = 110365, t(x) = 36188.3, Yintra = 92271, Yextra = 128459, Igx = 3.80656e15"
"x= 586022, f(x) = 110266, t(x) = 36121.3, Yintra = 92205, Yextra = 128326, Igx = 3.78546e15"
"x= 586986, f(x) = 110165, t(x) = 36054.2, Yintra = 92138.2, Yextra = 128192, Igx = 3.7644e15"
"x= 587950, f(x) = 110064, t(x) = 35986.9, Yintra = 92070.5, Yextra = 128057, Igx = 3.74337e15"
"x= 588914, f(x) = 109962, t(x) = 35919.5, Yintra = 92001.9, Yextra = 127921, Igx = 3.72239e15"
"x= 589877, f(x) = 109859, t(x) = 35852, Yintra = 91932.5, Yextra = 127785, Igx = 3.70144e15"
"x= 590841, f(x) = 109754, t(x) = 35784.4, Yintra = 91862.2, Yextra = 127647, Igx = 3.68053e15"
"x= 591805, f(x) = 109649, t(x) = 35716.6, Yintra = 91791.1, Yextra = 127508, Igx = 3.65966e15"
"x= 592769, f(x) = 109543, t(x) = 35648.7, Yintra = 91719.1, Yextra = 127368, Igx = 3.63883e15"
"x= 593733, f(x) = 109437, t(x) = 35580.7, Yintra = 91646.3, Yextra = 127227, Igx = 3.61804e15"
"x= 594697, f(x) = 109329, t(x) = 35512.6, Yintra = 91572.5, Yextra = 127085, Igx = 3.59728e15"
"x= 595661, f(x) = 109220, t(x) = 35444.3, Yintra = 91498, Yextra = 126942, Igx = 3.57657e15"
"x= 596624, f(x) = 109110, t(x) = 35375.9, Yintra = 91422.5, Yextra = 126798, Igx = 3.5559e15"
"x= 597588, f(x) = 109000, t(x) = 35307.3, Yintra = 91346.2, Yextra = 126654, Igx = 3.53527e15"
"x= 598552, f(x) = 108888, t(x) = 35238.6, Yintra = 91269.1, Yextra = 126508, Igx = 3.51469e15"
"x= 599516, f(x) = 108776, t(x) = 35169.8, Yintra = 91191, Yextra = 126361, Igx = 3.49414e15"
"x= 600480, f(x) = 108663, t(x) = 35100.9, Yintra = 91112.1, Yextra = 126213, Igx = 3.47364e15"
"x= 601444, f(x) = 108548, t(x) = 35031.9, Yintra = 91032.4, Yextra = 126064, Igx = 3.45318e15"
"x= 602408, f(x) = 108433, t(x) = 34962.7, Yintra = 90951.8, Yextra = 125914, Igx = 3.43276e15"
"x= 603371, f(x) = 108317, t(x) = 34893.4, Yintra = 90870.3, Yextra = 125764, Igx = 3.41238e15"
"x= 604335, f(x) = 108200, t(x) = 34823.9, Yintra = 90788, Yextra = 125612, Igx = 3.39205e15"
"x= 605299, f(x) = 108082, t(x) = 34754.4, Yintra = 90704.8, Yextra = 125459, Igx = 3.37177e15"
"x= 606263, f(x) = 107963, t(x) = 34684.7, Yintra = 90620.7, Yextra = 125305, Igx = 3.35153e15"
"x= 607227, f(x) = 107843, t(x) = 34614.9, Yintra = 90535.8, Yextra = 125151, Igx = 3.33133e15"
"x= 608191, f(x) = 107722, t(x) = 34544.9, Yintra = 90450, Yextra = 124995, Igx = 3.31118e15"
"x= 609154, f(x) = 107601, t(x) = 34474.9, Yintra = 90363.4, Yextra = 124838, Igx = 3.29107e15"
"x= 610118, f(x) = 107478, t(x) = 34404.7, Yintra = 90275.9, Yextra = 124681, Igx = 3.27101e15"
"x= 611082, f(x) = 107355, t(x) = 34334.4, Yintra = 90187.5, Yextra = 124522, Igx = 3.251e15"
"x= 612046, f(x) = 107230, t(x) = 34263.9, Yintra = 90098.3, Yextra = 124362, Igx = 3.23103e15"
"x= 613010, f(x) = 107105, t(x) = 34193.4, Yintra = 90008.2, Yextra = 124202, Igx = 3.21111e15"
"x= 613974, f(x) = 106979, t(x) = 34122.7, Yintra = 89917.2, Yextra = 124040, Igx = 3.19124e15"
"x= 614938, f(x) = 106851, t(x) = 34051.9, Yintra = 89825.4, Yextra = 123877, Igx = 3.17141e15"
"x= 615901, f(x) = 106723, t(x) = 33981, Yintra = 89732.7, Yextra = 123714, Igx = 3.15164e15"
"x= 616865, f(x) = 106594, t(x) = 33909.9, Yintra = 89639.1, Yextra = 123549, Igx = 3.13191e15"
"x= 617829, f(x) = 106464, t(x) = 33838.7, Yintra = 89544.7, Yextra = 123383, Igx = 3.11223e15"
"x= 618793, f(x) = 106333, t(x) = 33767.4, Yintra = 89449.5, Yextra = 123217, Igx = 3.09259e15"
"x= 619757, f(x) = 106201, t(x) = 33696, Yintra = 89353.3, Yextra = 123049, Igx = 3.07301e15"
"x= 620721, f(x) = 106069, t(x) = 33624.5, Yintra = 89256.3, Yextra = 122881, Igx = 3.05348e15"
"x= 621685, f(x) = 105935, t(x) = 33552.8, Yintra = 89158.4, Yextra = 122711, Igx = 3.034e15"
"x= 622648, f(x) = 105800, t(x) = 33481, Yintra = 89059.7, Yextra = 122541, Igx = 3.01456e15"
"x= 623612, f(x) = 105665, t(x) = 33409.1, Yintra = 88960.1, Yextra = 122369, Igx = 2.99518e15"
"x= 624576, f(x) = 105528, t(x) = 33337.1, Yintra = 88859.6, Yextra = 122197, Igx = 2.97585e15"
"x= 625540, f(x) = 105391, t(x) = 33264.9, Yintra = 88758.3, Yextra = 122023, Igx = 2.95657e15"
"x= 626504, f(x) = 105252, t(x) = 33192.6, Yintra = 88656.1, Yextra = 121849, Igx = 2.93734e15"
"x= 627468, f(x) = 105113, t(x) = 33120.2, Yintra = 88553, Yextra = 121673, Igx = 2.91816e15"
"x= 628432, f(x) = 104973, t(x) = 33047.7, Yintra = 88449.1, Yextra = 121497, Igx = 2.89903e15"
"x= 629395, f(x) = 104832, t(x) = 32975.1, Yintra = 88344.3, Yextra = 121319, Igx = 2.87996e15"
"x= 630359, f(x) = 104690, t(x) = 32902.3, Yintra = 88238.7, Yextra = 121141, Igx = 2.86094e15"
"x= 631323, f(x) = 104547, t(x) = 32829.4, Yintra = 88132.2, Yextra = 120962, Igx = 2.84197e15"
"x= 632287, f(x) = 104403, t(x) = 32756.4, Yintra = 88024.8, Yextra = 120781, Igx = 2.82305e15"
"x= 633251, f(x) = 104258, t(x) = 32683.3, Yintra = 87916.5, Yextra = 120600, Igx = 2.80419e15"
"x= 634215, f(x) = 104112, t(x) = 32610.1, Yintra = 87807.4, Yextra = 120418, Igx = 2.78538e15"
"x= 635178, f(x) = 103966, t(x) = 32536.7, Yintra = 87697.4, Yextra = 120234, Igx = 2.76663e15"
"x= 636142, f(x) = 103818, t(x) = 32463.3, Yintra = 87586.6, Yextra = 120050, Igx = 2.74793e15"
"x= 637106, f(x) = 103670, t(x) = 32389.7, Yintra = 87474.9, Yextra = 119865, Igx = 2.72928e15"
"x= 638070, f(x) = 103520, t(x) = 32316, Yintra = 87362.3, Yextra = 119678, Igx = 2.71069e15"
"x= 639034, f(x) = 103370, t(x) = 32242.1, Yintra = 87248.8, Yextra = 119491, Igx = 2.69215e15"
"x= 639998, f(x) = 103219, t(x) = 32168.2, Yintra = 87134.5, Yextra = 119303, Igx = 2.67367e15"
"x= 640962, f(x) = 103066, t(x) = 32094.1, Yintra = 87019.4, Yextra = 119113, Igx = 2.65525e15"
"x= 641925, f(x) = 102913, t(x) = 32019.9, Yintra = 86903.3, Yextra = 118923, Igx = 2.63688e15"
"x= 642889, f(x) = 102759, t(x) = 31945.6, Yintra = 86786.4, Yextra = 118732, Igx = 2.61856e15"
"x= 643853, f(x) = 102604, t(x) = 31871.2, Yintra = 86668.6, Yextra = 118540, Igx = 2.60031e15"
"x= 644817, f(x) = 102448, t(x) = 31796.7, Yintra = 86550, Yextra = 118347, Igx = 2.58211e15"
"x= 645781, f(x) = 102291, t(x) = 31722, Yintra = 86430.5, Yextra = 118152, Igx = 2.56396e15"
"x= 646745, f(x) = 102134, t(x) = 31647.2, Yintra = 86310.1, Yextra = 117957, Igx = 2.54587e15"
"x= 647709, f(x) = 101975, t(x) = 31572.4, Yintra = 86188.8, Yextra = 117761, Igx = 2.52784e15"
"x= 648672, f(x) = 101815, t(x) = 31497.4, Yintra = 86066.7, Yextra = 117564, Igx = 2.50987e15"
"x= 649636, f(x) = 101655, t(x) = 31422.2, Yintra = 85943.8, Yextra = 117366, Igx = 2.49196e15"
"x= 650600, f(x) = 101493, t(x) = 31347, Yintra = 85819.9, Yextra = 117167, Igx = 2.4741e15"
"x= 651564, f(x) = 101331, t(x) = 31271.7, Yintra = 85695.2, Yextra = 116967, Igx = 2.4563e15"
"x= 652528, f(x) = 101168, t(x) = 31196.2, Yintra = 85569.6, Yextra = 116766, Igx = 2.43856e15"
"x= 653492, f(x) = 101003, t(x) = 31120.6, Yintra = 85443.2, Yextra = 116564, Igx = 2.42088e15"
"x= 654456, f(x) = 100838, t(x) = 31044.9, Yintra = 85315.8, Yextra = 116361, Igx = 2.40326e15"
